,call_sign,ID,coef,d/n,max_speed,max_dir,avg_speed,avg_dir,month
10959,14737KABE,ABE2001120921230223,0.067,N,179.0,3.0,179.0,3.0,12
10960,14737KABE,ABE2001120921240224,0.066,N,179.0,3.0,182.0,3.0,12
10961,14737KABE,ABE2001120921250225,0.064,N,178.0,3.0,179.0,3.0,12
10962,14737KABE,ABE2001120921260226,0.064,N,183.0,2.0,189.0,2.0,12
11025,14737KABE,ABE2001120922290329,0.08,N,128.0,2.0,132.0,4.0,12
11026,14737KABE,ABE2001120922300330,0.077,N,131.0,4.0,124.0,4.0,12
11027,14737KABE,ABE2001120922310331,0.08,N,127.0,4.0,127.0,5.0,12
11028,14737KABE,ABE2001120922320332,0.078,N,126.0,5.0,127.0,5.0,12
11029,14737KABE,ABE2001120922330333,0.075,N,129.0,5.0,133.0,5.0,12
11030,14737KABE,ABE2001120922340334,0.07400000000000001,N,134.0,5.0,137.0,5.0,12
11031,14737KABE,ABE2001120922350335,0.07400000000000001,N,140.0,4.0,143.0,4.0,12
11032,14737KABE,ABE2001120922360336,0.076,N,153.0,3.0,174.0,3.0,12
11033,14737KABE,ABE2001120922370337,0.078,N,176.0,3.0,193.0,3.0,12
11083,14737KABE,ABE2001121020280128,0.084,N,117.0,3.0,107.0,3.0,12
11084,14737KABE,ABE2001121020290129,0.084,N,116.0,3.0,126.0,4.0,12
11085,14737KABE,ABE2001121020300130,0.083,N,121.0,3.0,129.0,4.0,12
11086,14737KABE,ABE2001121020310131,0.083,N,127.0,3.0,137.0,4.0,12
11087,14737KABE,ABE2001121020320132,0.083,N,124.0,3.0,123.0,3.0,12
11088,14737KABE,ABE2001121020330133,0.083,N,124.0,3.0,139.0,4.0,12
11089,14737KABE,ABE2001121020340134,0.083,N,131.0,3.0,130.0,4.0,12
11090,14737KABE,ABE2001121020350135,0.083,N,130.0,3.0,125.0,3.0,12
11091,14737KABE,ABE2001121020360136,0.083,N,126.0,3.0,123.0,3.0,12
11092,14737KABE,ABE2001121020370137,0.083,N,129.0,3.0,128.0,3.0,12
11093,14737KABE,ABE2001121020380138,0.083,N,129.0,3.0,122.0,3.0,12
11094,14737KABE,ABE2001121020390139,0.084,N,126.0,2.0,121.0,2.0,12
11095,14737KABE,ABE2001121020400140,0.084,N,125.0,2.0,117.0,2.0,12
11115,14737KABE,ABE2001121021000200,0.085,N,101.0,3.0,102.0,3.0,12
11116,14737KABE,ABE2001121021010201,0.085,N,106.0,3.0,111.0,3.0,12
11117,14737KABE,ABE2001121021020202,0.086,N,116.0,3.0,125.0,3.0,12
11118,14737KABE,ABE2001121021030203,0.086,N,124.0,3.0,122.0,3.0,12
11119,14737KABE,ABE2001121021040204,0.086,N,124.0,3.0,123.0,3.0,12
11120,14737KABE,ABE2001121021050205,0.085,N,124.0,3.0,130.0,3.0,12
11121,14737KABE,ABE2001121021060206,0.084,N,126.0,3.0,129.0,3.0,12
11122,14737KABE,ABE2001121021070207,0.083,N,129.0,3.0,135.0,4.0,12
11123,14737KABE,ABE2001121021080208,0.086,N,131.0,3.0,145.0,3.0,12
11124,14737KABE,ABE2001121021090209,0.086,N,132.0,3.0,133.0,3.0,12
11125,14737KABE,ABE2001121021100210,0.084,N,132.0,3.0,129.0,3.0,12
11126,14737KABE,ABE2001121021110211,0.086,N,132.0,3.0,125.0,3.0,12
11127,14737KABE,ABE2001121021120212,0.085,N,140.0,2.0,161.0,3.0,12
11128,14737KABE,ABE2001121021130213,0.085,N,158.0,2.0,169.0,2.0,12
11129,14737KABE,ABE2001121021140214,0.085,N,162.0,2.0,161.0,3.0,12
11130,14737KABE,ABE2001121021150215,0.086,N,160.0,2.0,161.0,2.0,12
11131,14737KABE,ABE2001121021160216,0.086,N,161.0,2.0,155.0,2.0,12
11132,14737KABE,ABE2001121021170217,0.087,N,161.0,2.0,170.0,2.0,12
11133,14737KABE,ABE2001121021180218,0.087,N,166.0,2.0,167.0,2.0,12
11134,14737KABE,ABE2001121021190219,0.087,N,169.0,2.0,172.0,2.0,12
11135,14737KABE,ABE2001121021200220,0.087,N,168.0,2.0,169.0,2.0,12
11136,14737KABE,ABE2001121021210221,0.087,N,167.0,2.0,170.0,2.0,12
11137,14737KABE,ABE2001121021220222,0.086,N,168.0,2.0,178.0,2.0,12
11138,14737KABE,ABE2001121021230223,0.087,N,171.0,2.0,167.0,2.0,12
11139,14737KABE,ABE2001121021240224,0.087,N,165.0,2.0,147.0,2.0,12
11140,14737KABE,ABE2001121021250225,0.08800000000000001,N,143.0,2.0,127.0,2.0,12
11141,14737KABE,ABE2001121021260226,0.08900000000000001,N,126.0,1.0,136.0,1.0,12
11142,14737KABE,ABE2001121021270227,0.08900000000000001,N,121.0,1.0,112.0,1.0,12
11143,14737KABE,ABE2001121021280228,0.08900000000000001,N,115.0,0.0,111.0,0.0,12
11422,14737KABE,ABE2001121102070707,0.109,N,277.0,0.0,130.0,0.0,12
11423,14737KABE,ABE2001121102080708,0.109,N,104.0,0.0,133.0,0.0,12
11424,14737KABE,ABE2001121102090709,0.11,N,134.0,0.0,139.0,1.0,12
11425,14737KABE,ABE2001121102100710,0.109,N,141.0,1.0,150.0,1.0,12
11426,14737KABE,ABE2001121102110711,0.10800000000000001,N,148.0,1.0,152.0,1.0,12
11427,14737KABE,ABE2001121102120712,0.109,N,150.0,0.0,149.0,0.0,12
11428,14737KABE,ABE2001121102130713,0.10800000000000001,N,149.0,0.0,150.0,0.0,12
11429,14737KABE,ABE2001121102140714,0.107,N,150.0,0.0,152.0,0.0,12
11430,14737KABE,ABE2001121102150715,0.105,N,151.0,0.0,152.0,0.0,12
11567,14737KABE,ABE2001121104320932,0.12,N,271.0,0.0,189.0,0.0,12
11568,14737KABE,ABE2001121104330933,0.122,N,219.0,0.0,181.0,1.0,12
11569,14737KABE,ABE2001121104340934,0.121,N,174.0,1.0,162.0,2.0,12
11570,14737KABE,ABE2001121104350935,0.121,N,165.0,2.0,161.0,2.0,12
11571,14737KABE,ABE2001121104360936,0.12,N,162.0,2.0,156.0,2.0,12
11572,14737KABE,ABE2001121104370937,0.12,N,158.0,2.0,155.0,2.0,12
11573,14737KABE,ABE2001121104380938,0.122,N,156.0,1.0,159.0,1.0,12
11574,14737KABE,ABE2001121104390939,0.12300000000000001,N,160.0,1.0,163.0,1.0,12
11575,14737KABE,ABE2001121104400940,0.121,N,163.0,1.0,163.0,2.0,12
11576,14737KABE,ABE2001121104410941,0.122,N,167.0,2.0,174.0,2.0,12
11577,14737KABE,ABE2001121104420942,0.12300000000000001,N,175.0,2.0,177.0,2.0,12
11578,14737KABE,ABE2001121104430943,0.124,N,180.0,1.0,181.0,1.0,12
11579,14737KABE,ABE2001121104440944,0.12300000000000001,N,181.0,1.0,182.0,1.0,12
11580,14737KABE,ABE2001121104450945,0.12300000000000001,N,184.0,1.0,188.0,1.0,12
11581,14737KABE,ABE2001121104460946,0.122,N,189.0,1.0,197.0,1.0,12
11627,14737KABE,ABE2001121105321032,0.14300000000000002,N,206.0,2.0,193.0,2.0,12
11628,14737KABE,ABE2001121105331033,0.139,N,197.0,2.0,198.0,2.0,12
11632,14737KABE,ABE2001121105371037,0.149,N,201.0,1.0,195.0,1.0,12
11639,14737KABE,ABE2001121105441044,0.145,N,204.0,2.0,199.0,2.0,12
11640,14737KABE,ABE2001121105451045,0.145,N,191.0,2.0,171.0,4.0,12
11642,14737KABE,ABE2001121105471047,0.124,N,185.0,3.0,194.0,3.0,12
11643,14737KABE,ABE2001121105481048,0.12,N,148.0,2.0,167.0,2.0,12
11644,14737KABE,ABE2001121105491049,0.12300000000000001,N,155.0,1.0,183.0,2.0,12
11645,14737KABE,ABE2001121105501050,0.121,N,190.0,2.0,188.0,2.0,12
11786,14737KABE,ABE2001121108111311,0.158,D,205.0,0.0,180.0,0.0,12
11787,14737KABE,ABE2001121108121312,0.154,D,186.0,0.0,188.0,1.0,12
11788,14737KABE,ABE2001121108131313,0.153,D,189.0,1.0,197.0,1.0,12
11789,14737KABE,ABE2001121108141314,0.151,D,195.0,1.0,183.0,1.0,12
11790,14737KABE,ABE2001121108151315,0.152,D,187.0,1.0,181.0,1.0,12
11791,14737KABE,ABE2001121108161316,0.151,D,179.0,1.0,173.0,1.0,12
11792,14737KABE,ABE2001121108171317,0.149,D,174.0,0.0,173.0,0.0,12
11793,14737KABE,ABE2001121108181318,0.147,D,173.0,0.0,173.0,0.0,12
11794,14737KABE,ABE2001121108191319,0.149,D,173.0,0.0,173.0,0.0,12
12789,14737KABE,ABE2001121200540554,0.16,N,240.0,0.0,147.0,0.0,12
12790,14737KABE,ABE2001121200550555,0.192,N,146.0,0.0,125.0,1.0,12
12791,14737KABE,ABE2001121200560556,0.214,N,136.0,1.0,140.0,1.0,12
12792,14737KABE,ABE2001121200570557,0.217,N,149.0,1.0,161.0,1.0,12
12793,14737KABE,ABE2001121200580558,0.203,N,158.0,0.0,137.0,0.0,12
12794,14737KABE,ABE2001121200590559,0.191,N,137.0,0.0,109.0,1.0,12
12796,14737KABE,ABE2001121201010601,0.205,N,105.0,1.0,139.0,1.0,12
12798,14737KABE,ABE2001121201030603,0.20600000000000002,N,114.0,1.0,117.0,1.0,12
12799,14737KABE,ABE2001121201040604,0.20800000000000002,N,116.0,1.0,121.0,1.0,12
12800,14737KABE,ABE2001121201050605,0.20600000000000002,N,124.0,1.0,152.0,1.0,12
12801,14737KABE,ABE2001121201060606,0.205,N,151.0,1.0,174.0,1.0,12
12802,14737KABE,ABE2001121201070607,0.214,N,173.0,1.0,178.0,2.0,12
12803,14737KABE,ABE2001121201080608,0.24,N,176.0,2.0,180.0,2.0,12
12805,14737KABE,ABE2001121201100610,0.222,N,199.0,2.0,195.0,2.0,12
12812,14737KABE,ABE2001121201170617,0.185,N,212.0,1.0,181.0,1.0,12
12813,14737KABE,ABE2001121201180618,0.17600000000000002,N,189.0,1.0,189.0,0.0,12
12815,14737KABE,ABE2001121201200620,0.198,N,281.0,0.0,124.0,2.0,12
12816,14737KABE,ABE2001121201210621,0.19899999999999998,N,227.0,1.0,114.0,1.0,12
12817,14737KABE,ABE2001121201220622,0.18100000000000002,N,137.0,1.0,133.0,1.0,12
12819,14737KABE,ABE2001121201240624,0.174,N,122.0,2.0,126.0,3.0,12
12820,14737KABE,ABE2001121201250625,0.16899999999999998,N,106.0,3.0,109.0,3.0,12
12828,14737KABE,ABE2001121201330633,0.188,N,100.0,3.0,107.0,3.0,12
14425,14737KABE,ABE2001121306031103,0.597,N,103.0,2.0,114.0,2.0,12
14598,14737KABE,ABE2001121308561356,0.5710000000000001,D,211.0,0.0,181.0,0.0,12
14658,14737KABE,ABE2001121309561456,0.853,D,111.0,0.0,121.0,2.0,12
14659,14737KABE,ABE2001121309571457,0.8640000000000001,D,133.0,1.0,134.0,1.0,12
14660,14737KABE,ABE2001121309581458,0.8809999999999999,D,133.0,1.0,136.0,1.0,12
14661,14737KABE,ABE2001121309591459,0.85,D,131.0,1.0,138.0,1.0,12
14662,14737KABE,ABE2001121310001500,0.8690000000000001,D,131.0,0.0,122.0,0.0,12
14663,14737KABE,ABE2001121310011501,0.84,D,111.0,0.0,107.0,0.0,12
14665,14737KABE,ABE2001121310031503,0.764,D,154.0,0.0,168.0,0.0,12
14696,14737KABE,ABE2001121310341534,0.5920000000000001,D,212.0,5.0,199.0,6.0,12
14701,14737KABE,ABE2001121310391539,0.534,D,202.0,8.0,196.0,8.0,12
14973,14737KABE,ABE2001121315112011,0.493,D,209.0,5.0,199.0,6.0,12
15161,14737KABE,ABE2001121318192319,1.751,N,101.0,3.0,103.0,3.0,12
15162,14737KABE,ABE2001121318202320,1.774,N,103.0,3.0,100.0,3.0,12
15164,14737KABE,ABE2001121318222322,1.651,N,101.0,2.0,104.0,2.0,12
15165,14737KABE,ABE2001121318232323,1.6440000000000001,N,112.0,2.0,129.0,2.0,12
15166,14737KABE,ABE2001121318242324,1.641,N,135.0,2.0,124.0,3.0,12
15167,14737KABE,ABE2001121318252325,1.4269999999999998,N,139.0,2.0,133.0,2.0,12
15168,14737KABE,ABE2001121318262326,1.2830000000000001,N,137.0,3.0,150.0,4.0,12
15169,14737KABE,ABE2001121318272327,1.234,N,143.0,3.0,140.0,3.0,12
15170,14737KABE,ABE2001121318282328,1.2109999999999999,N,148.0,2.0,150.0,2.0,12
15171,14737KABE,ABE2001121318292329,1.177,N,150.0,2.0,141.0,2.0,12
15172,14737KABE,ABE2001121318302330,1.245,N,145.0,2.0,154.0,2.0,12
15173,14737KABE,ABE2001121318312331,1.3430000000000002,N,143.0,2.0,140.0,2.0,12
15174,14737KABE,ABE2001121318322332,1.41,N,140.0,2.0,137.0,2.0,12
15175,14737KABE,ABE2001121318332333,1.444,N,136.0,2.0,117.0,2.0,12
15176,14737KABE,ABE2001121318342334,1.385,N,131.0,2.0,130.0,2.0,12
15178,14737KABE,ABE2001121318362336,0.8859999999999999,N,188.0,1.0,156.0,2.0,12
15179,14737KABE,ABE2001121318372337,0.9470000000000001,N,167.0,2.0,117.0,3.0,12
15180,14737KABE,ABE2001121318382338,1.062,N,122.0,3.0,116.0,3.0,12
15181,14737KABE,ABE2001121318392339,1.14,N,117.0,3.0,117.0,3.0,12
15182,14737KABE,ABE2001121318402340,1.133,N,123.0,3.0,153.0,6.0,12
15183,14737KABE,ABE2001121318412341,0.9670000000000001,N,131.0,3.0,139.0,3.0,12
15185,14737KABE,ABE2001121318432343,0.851,N,116.0,3.0,115.0,3.0,12
15186,14737KABE,ABE2001121318442344,0.941,N,132.0,2.0,135.0,2.0,12
15187,14737KABE,ABE2001121318452345,0.977,N,131.0,1.0,125.0,1.0,12
15188,14737KABE,ABE2001121318462346,0.9990000000000001,N,126.0,0.0,125.0,0.0,12
15189,14737KABE,ABE2001121318472347,0.941,N,125.0,0.0,125.0,0.0,12
15238,14737KABE,ABE2001121319360036,5.056,N,105.0,1.0,114.0,2.0,12
15239,14737KABE,ABE2001121319370037,4.141,N,111.0,2.0,104.0,2.0,12
15386,14737KABE,ABE2001121322040304,2.835,N,208.0,1.0,153.0,2.0,12
15387,14737KABE,ABE2001121322050305,2.702,N,162.0,1.0,153.0,2.0,12
15388,14737KABE,ABE2001121322060306,2.406,N,143.0,0.0,130.0,0.0,12
15393,14737KABE,ABE2001121322110311,2.008,N,308.0,0.0,162.0,0.0,12
15394,14737KABE,ABE2001121322120312,2.0380000000000003,N,227.0,0.0,186.0,1.0,12
15395,14737KABE,ABE2001121322130313,1.952,N,162.0,1.0,155.0,2.0,12
15396,14737KABE,ABE2001121322140314,1.8030000000000002,N,163.0,2.0,156.0,2.0,12
15397,14737KABE,ABE2001121322150315,1.551,N,156.0,1.0,151.0,1.0,12
15398,14737KABE,ABE2001121322160316,1.6969999999999998,N,151.0,1.0,151.0,1.0,12
15400,14737KABE,ABE2001121322180318,1.252,N,185.0,0.0,137.0,1.0,12
15401,14737KABE,ABE2001121322190319,1.194,N,172.0,2.0,148.0,4.0,12
15402,14737KABE,ABE2001121322200320,0.927,N,172.0,2.0,154.0,3.0,12
15409,14737KABE,ABE2001121322270327,1.195,N,229.0,2.0,187.0,2.0,12
15410,14737KABE,ABE2001121322280328,1.23,N,189.0,2.0,154.0,2.0,12
15423,14737KABE,ABE2001121322410341,1.2919999999999998,N,225.0,1.0,146.0,0.0,12
15936,14737KABE,ABE2001121407141214,7.227,N,104.0,1.0,106.0,2.0,12
15937,14737KABE,ABE2001121407151215,7.909,N,114.0,1.0,114.0,1.0,12
15963,14737KABE,ABE2001121407411241,9.948,N,183.0,0.0,183.0,0.0,12
15964,14737KABE,ABE2001121407421242,8.369,N,183.0,0.0,183.0,0.0,12
15965,14737KABE,ABE2001121407431243,9.957,N,183.0,0.0,182.0,0.0,12
16198,14737KABE,ABE2001121411361636,0.36,D,101.0,9.0,113.0,9.0,12
16214,14737KABE,ABE2001121411521652,0.276,D,104.0,8.0,110.0,9.0,12
16222,14737KABE,ABE2001121412001700,0.20800000000000002,D,105.0,7.0,109.0,9.0,12
16223,14737KABE,ABE2001121412011701,0.204,D,100.0,7.0,100.0,8.0,12
16259,14737KABE,ABE2001121412371737,0.22,D,103.0,6.0,104.0,7.0,12
16266,14737KABE,ABE2001121412441744,0.21100000000000002,D,101.0,5.0,100.0,5.0,12
16267,14737KABE,ABE2001121412451745,0.21600000000000003,D,110.0,6.0,104.0,8.0,12
16268,14737KABE,ABE2001121412461746,0.20800000000000002,D,106.0,7.0,102.0,8.0,12
16269,14737KABE,ABE2001121412471747,0.207,D,100.0,6.0,109.0,8.0,12
16272,14737KABE,ABE2001121412501750,0.203,D,102.0,7.0,111.0,9.0,12
16277,14737KABE,ABE2001121412551755,0.209,D,103.0,8.0,113.0,9.0,12
16533,14737KABE,ABE2001121418112311,0.605,N,101.0,4.0,100.0,4.0,12
16535,14737KABE,ABE2001121418132313,0.604,N,103.0,3.0,110.0,4.0,12
16536,14737KABE,ABE2001121418142314,0.5820000000000001,N,107.0,4.0,104.0,4.0,12
16537,14737KABE,ABE2001121418152315,0.561,N,107.0,3.0,117.0,3.0,12
16538,14737KABE,ABE2001121418162316,0.581,N,112.0,3.0,121.0,3.0,12
16539,14737KABE,ABE2001121418172317,0.569,N,117.0,2.0,122.0,3.0,12
16540,14737KABE,ABE2001121418182318,0.5479999999999999,N,113.0,3.0,100.0,3.0,12
16541,14737KABE,ABE2001121418192319,0.565,N,111.0,3.0,118.0,4.0,12
16542,14737KABE,ABE2001121418202320,0.555,N,119.0,3.0,116.0,4.0,12
16543,14737KABE,ABE2001121418212321,0.552,N,116.0,3.0,106.0,3.0,12
16544,14737KABE,ABE2001121418222322,0.581,N,111.0,3.0,119.0,4.0,12
16545,14737KABE,ABE2001121418232323,0.58,N,115.0,3.0,112.0,3.0,12
16546,14737KABE,ABE2001121418242324,0.606,N,121.0,3.0,154.0,2.0,12
16547,14737KABE,ABE2001121418252325,0.6940000000000001,N,128.0,2.0,127.0,3.0,12
16548,14737KABE,ABE2001121418262326,0.644,N,127.0,2.0,126.0,2.0,12
16549,14737KABE,ABE2001121418272327,0.588,N,122.0,2.0,122.0,2.0,12
16550,14737KABE,ABE2001121418282328,0.555,N,126.0,2.0,144.0,4.0,12
16551,14737KABE,ABE2001121418292329,0.44299999999999995,N,150.0,3.0,159.0,4.0,12
16552,14737KABE,ABE2001121418302330,0.363,N,158.0,3.0,130.0,4.0,12
16553,14737KABE,ABE2001121418312331,0.384,N,139.0,3.0,154.0,3.0,12
16554,14737KABE,ABE2001121418322332,0.326,N,119.0,3.0,126.0,4.0,12
16555,14737KABE,ABE2001121418332333,0.304,N,121.0,2.0,159.0,2.0,12
16556,14737KABE,ABE2001121418342334,0.33299999999999996,N,133.0,1.0,152.0,2.0,12
16557,14737KABE,ABE2001121418352335,0.35100000000000003,N,136.0,1.0,121.0,1.0,12
16558,14737KABE,ABE2001121418362336,0.341,N,144.0,1.0,175.0,1.0,12
16559,14737KABE,ABE2001121418372337,0.34700000000000003,N,162.0,1.0,183.0,1.0,12
16560,14737KABE,ABE2001121418382338,0.364,N,161.0,0.0,149.0,0.0,12
16562,14737KABE,ABE2001121418402340,0.365,N,205.0,2.0,197.0,4.0,12
16567,14737KABE,ABE2001121418452345,0.34,N,186.0,3.0,183.0,4.0,12
16568,14737KABE,ABE2001121418462346,0.322,N,180.0,3.0,193.0,4.0,12
16569,14737KABE,ABE2001121418472347,0.33399999999999996,N,183.0,3.0,189.0,3.0,12
16570,14737KABE,ABE2001121418482348,0.34,N,185.0,3.0,186.0,4.0,12
16571,14737KABE,ABE2001121418492349,0.36200000000000004,N,188.0,3.0,187.0,4.0,12
16572,14737KABE,ABE2001121418502350,0.38799999999999996,N,190.0,3.0,193.0,2.0,12
16573,14737KABE,ABE2001121418512351,0.39,N,184.0,2.0,180.0,3.0,12
16574,14737KABE,ABE2001121418522352,0.396,N,186.0,2.0,172.0,5.0,12
16575,14737KABE,ABE2001121418532353,0.349,N,199.0,4.0,194.0,8.0,12
16580,14737KABE,ABE2001121418582358,0.369,N,196.0,3.0,198.0,4.0,12
16583,14737KABE,ABE2001121419010001,0.39399999999999996,N,198.0,4.0,198.0,5.0,12
16584,14737KABE,ABE2001121419020002,0.413,N,200.0,5.0,198.0,6.0,12
16586,14737KABE,ABE2001121419040004,0.40700000000000003,N,192.0,6.0,185.0,8.0,12
16588,14737KABE,ABE2001121419060006,0.38,N,199.0,7.0,197.0,9.0,12
16590,14737KABE,ABE2001121419080008,0.358,N,199.0,8.0,196.0,8.0,12
16596,14737KABE,ABE2001121419140014,0.42200000000000004,N,192.0,7.0,197.0,9.0,12
16598,14737KABE,ABE2001121419160016,0.426,N,201.0,8.0,193.0,9.0,12
16603,14737KABE,ABE2001121419210021,0.5579999999999999,N,196.0,9.0,195.0,9.0,12
16606,14737KABE,ABE2001121419240024,0.397,N,191.0,8.0,198.0,9.0,12
18299,14737KABE,ABE2001121523370437,0.057999999999999996,N,202.0,2.0,138.0,5.0,12
18300,14737KABE,ABE2001121523380438,0.055999999999999994,N,147.0,4.0,145.0,5.0,12
18301,14737KABE,ABE2001121523390439,0.054000000000000006,N,150.0,4.0,152.0,4.0,12
18302,14737KABE,ABE2001121523400440,0.054000000000000006,N,159.0,3.0,157.0,4.0,12
18303,14737KABE,ABE2001121523410441,0.053,N,150.0,3.0,135.0,4.0,12
18304,14737KABE,ABE2001121523420442,0.052000000000000005,N,138.0,3.0,117.0,3.0,12
18305,14737KABE,ABE2001121523430443,0.053,N,139.0,2.0,140.0,2.0,12
18306,14737KABE,ABE2001121523440444,0.053,N,152.0,1.0,160.0,1.0,12
18307,14737KABE,ABE2001121523450445,0.054000000000000006,N,160.0,1.0,160.0,1.0,12
18308,14737KABE,ABE2001121523460446,0.052000000000000005,N,164.0,0.0,174.0,0.0,12
18321,14737KABE,ABE2001121523590459,0.054000000000000006,N,206.0,1.0,163.0,2.0,12
18322,14737KABE,ABE2001121600000500,0.055999999999999994,N,179.0,2.0,158.0,4.0,12
18323,14737KABE,ABE2001121600010501,0.055999999999999994,N,166.0,3.0,179.0,3.0,12
18324,14737KABE,ABE2001121600020502,0.055,N,172.0,3.0,179.0,3.0,12
18325,14737KABE,ABE2001121600030503,0.054000000000000006,N,182.0,3.0,189.0,3.0,12
18372,14737KABE,ABE2001121600500550,0.066,N,206.0,2.0,176.0,2.0,12
18373,14737KABE,ABE2001121600510551,0.069,N,187.0,2.0,160.0,2.0,12
18374,14737KABE,ABE2001121600520552,0.067,N,171.0,2.0,171.0,3.0,12
18375,14737KABE,ABE2001121600530553,0.066,N,167.0,2.0,157.0,2.0,12
18376,14737KABE,ABE2001121600540554,0.067,N,162.0,2.0,164.0,2.0,12
18377,14737KABE,ABE2001121600550555,0.067,N,160.0,1.0,165.0,1.0,12
18378,14737KABE,ABE2001121600560556,0.067,N,164.0,0.0,165.0,0.0,12
18920,14737KABE,ABE2001121611451645,0.062,D,102.0,3.0,110.0,4.0,12
19009,14737KABE,ABE2001121613141814,0.055,D,113.0,3.0,137.0,3.0,12
19010,14737KABE,ABE2001121613151815,0.052000000000000005,D,133.0,2.0,115.0,2.0,12
19054,14737KABE,ABE2001121613591859,0.052000000000000005,D,101.0,4.0,141.0,4.0,12
19055,14737KABE,ABE2001121614001900,0.05,D,126.0,3.0,144.0,3.0,12
19057,14737KABE,ABE2001121614021902,0.054000000000000006,D,105.0,3.0,103.0,4.0,12
19112,14737KABE,ABE2001121614571957,0.054000000000000006,D,101.0,7.0,110.0,8.0,12
19136,14737KABE,ABE2001121615212021,0.052000000000000005,D,100.0,4.0,114.0,4.0,12
19142,14737KABE,ABE2001121615272027,0.05,D,111.0,3.0,110.0,4.0,12
19143,14737KABE,ABE2001121615282028,0.051,D,122.0,4.0,118.0,5.0,12
19144,14737KABE,ABE2001121615292029,0.05,D,119.0,4.0,126.0,4.0,12
19145,14737KABE,ABE2001121615302030,0.051,D,115.0,4.0,100.0,5.0,12
19149,14737KABE,ABE2001121615342034,0.054000000000000006,D,101.0,3.0,111.0,3.0,12
19150,14737KABE,ABE2001121615352035,0.052000000000000005,D,107.0,3.0,118.0,4.0,12
19151,14737KABE,ABE2001121615362036,0.053,D,110.0,4.0,108.0,5.0,12
19152,14737KABE,ABE2001121615372037,0.052000000000000005,D,111.0,4.0,117.0,5.0,12
19153,14737KABE,ABE2001121615382038,0.052000000000000005,D,107.0,4.0,110.0,4.0,12
19154,14737KABE,ABE2001121615392039,0.054000000000000006,D,109.0,4.0,107.0,4.0,12
19155,14737KABE,ABE2001121615402040,0.054000000000000006,D,110.0,4.0,114.0,4.0,12
19156,14737KABE,ABE2001121615412041,0.053,D,117.0,3.0,138.0,4.0,12
19157,14737KABE,ABE2001121615422042,0.051,D,132.0,3.0,134.0,4.0,12
19158,14737KABE,ABE2001121615432043,0.052000000000000005,D,148.0,3.0,158.0,3.0,12
19159,14737KABE,ABE2001121615442044,0.052000000000000005,D,150.0,2.0,144.0,3.0,12
19160,14737KABE,ABE2001121615452045,0.053,D,151.0,2.0,174.0,3.0,12
19161,14737KABE,ABE2001121615462046,0.053,D,168.0,2.0,192.0,2.0,12
19162,14737KABE,ABE2001121615472047,0.053,D,170.0,2.0,149.0,5.0,12
19163,14737KABE,ABE2001121615482048,0.054000000000000006,D,163.0,2.0,162.0,3.0,12
19165,14737KABE,ABE2001121615502050,0.052000000000000005,D,188.0,2.0,189.0,2.0,12
19166,14737KABE,ABE2001121615512051,0.054000000000000006,D,177.0,2.0,176.0,2.0,12
19167,14737KABE,ABE2001121615522052,0.052000000000000005,D,178.0,2.0,188.0,3.0,12
19168,14737KABE,ABE2001121615532053,0.052000000000000005,D,164.0,2.0,134.0,3.0,12
19169,14737KABE,ABE2001121615542054,0.052000000000000005,D,146.0,3.0,148.0,6.0,12
19170,14737KABE,ABE2001121615552055,0.052000000000000005,D,150.0,4.0,148.0,4.0,12
19171,14737KABE,ABE2001121615562056,0.054000000000000006,D,147.0,3.0,135.0,3.0,12
19172,14737KABE,ABE2001121615572057,0.055,D,137.0,3.0,132.0,3.0,12
19173,14737KABE,ABE2001121615582058,0.054000000000000006,D,122.0,3.0,112.0,3.0,12
19174,14737KABE,ABE2001121615592059,0.055,D,118.0,2.0,131.0,2.0,12
19175,14737KABE,ABE2001121616002100,0.055,D,132.0,2.0,142.0,2.0,12
19176,14737KABE,ABE2001121616012101,0.055,D,143.0,2.0,149.0,2.0,12
19177,14737KABE,ABE2001121616022102,0.055999999999999994,D,143.0,2.0,153.0,3.0,12
19178,14737KABE,ABE2001121616032103,0.055999999999999994,D,136.0,2.0,143.0,2.0,12
19179,14737KABE,ABE2001121616042104,0.054000000000000006,D,135.0,2.0,147.0,3.0,12
19180,14737KABE,ABE2001121616052105,0.053,D,149.0,3.0,166.0,3.0,12
19181,14737KABE,ABE2001121616062106,0.051,D,159.0,2.0,175.0,3.0,12
19182,14737KABE,ABE2001121616072107,0.053,D,160.0,3.0,149.0,3.0,12
19183,14737KABE,ABE2001121616082108,0.053,D,153.0,3.0,155.0,3.0,12
19184,14737KABE,ABE2001121616092109,0.055999999999999994,D,131.0,3.0,123.0,4.0,12
19185,14737KABE,ABE2001121616102110,0.053,D,125.0,3.0,151.0,4.0,12
19186,14737KABE,ABE2001121616112111,0.054000000000000006,D,133.0,3.0,130.0,4.0,12
19187,14737KABE,ABE2001121616122112,0.052000000000000005,D,131.0,3.0,133.0,3.0,12
19188,14737KABE,ABE2001121616132113,0.053,D,133.0,2.0,146.0,2.0,12
19189,14737KABE,ABE2001121616142114,0.051,D,134.0,2.0,131.0,2.0,12
19190,14737KABE,ABE2001121616152115,0.052000000000000005,D,145.0,1.0,164.0,2.0,12
19191,14737KABE,ABE2001121616162116,0.055,D,148.0,1.0,108.0,2.0,12
